feature_1,feature_2,target
0.22201370620626315,0.5402065352570864,0
1.3474387531690306,1.4128235208269295,0
0.5372381711316694,0.3727304301773564,0
2.1344617931284047,1.404818674702732,0
2.315827177411564,1.3568579843720132,0
1.2050427542846145,0.7809605251516626,0
-0.5608422720055508,0.06369405211216317,0
1.2755908381294296,1.3669605281565984,0
0.6152849436217722,0.9711851093067433,0
0.5017241457404443,0.8799990706414537,0
1.1926166214868898,0.7497841131084579,0
1.1782301992099025,1.1673142327377182,0
0.0879295221328763,0.7367226823796567,0
1.5122152249962633,1.1404059543457363,0
1.905543425803083,1.4519055083668788,0
1.576349836930886,1.013981886914679,0
2.095958843522187,1.529738130263377,0
0.12478112823731724,0.38678902709941365,0
1.040231892553021,1.2217985590928737,0
0.025870323717759214,0.2718220331469515,0
-0.15345347397568787,0.11498747442077273,0
-0.6519203224384416,0.2308226239711928,0
0.8635103158745154,1.3747525256257076,0
1.9185471939549499,1.2168532134181826,0
0.4475249098174632,0.7169394638174408,0
0.36675493755794575,0.2640409782808868,0
0.2587960985381702,0.5400461727318023,0
0.49016031785708536,0.7845429949359273,0
0.4749107287384665,1.1348970241074388,0
0.8348253133686134,0.8017767394796651,0
1.2589557152903632,0.7781537023918501,0
1.897013259603313,1.7189300416112414,0
-1.237926786255057,0.1485847820533679,0
0.46626675665937445,0.7896569459911578,0
0.42358209579761796,0.8207143761596007,0
1.4075771241133008,1.2818969975224213,0
-0.9359198964742312,0.20854719677722489,0
0.8955450731422413,0.8022425193449609,0
1.513791305837024,1.1903076693990944,0
2.1657255857748554,1.619334704160656,0
1.8046526810231125,1.6754415920737333,0
1.797372137266826,1.682858173362169,0
0.6682262822890397,0.6344547651134718,0
-0.3179563564358987,0.46198484829784403,0
-0.12777994646256907,0.7951518145861809,0
2.459169479721921,1.5087958274257212,0
1.1579820214188932,1.1191259908385054,0
1.2582270709022114,1.2450627113121586,0
1.176039469925955,1.3916165794557551,0
0.9511124417718725,0.33971195675067245,0
-0.46000820633016826,0.29338040520060216,0
