1.931824167666826020e-01;2.932469497717152818e-01
1.588841523520596877e-01;3.758017199041525647e-01
1.977029809190477549e-01;2.314706615649687882e-01
1.576328949478265906e-01;2.685121990420012983e-01
1.116301564428296977e-01;2.937152290876756666e-01
1.224292356067259724e-01;3.405227835451336560e-01
1.493761878890186023e-01;2.807573622096506405e-01
1.355237293905256490e-01;2.902652734284237313e-01
1.813914510777747680e-01;2.660992871474287536e-01
1.298112912541659059e-01;2.369952307319768414e-01
4.637471270594661910e-03;3.046143846735495098e-01
1.538920714175611992e-01;2.420151873228025829e-01
2.152687445978483660e-01;2.100738542974337209e-01
1.181366784742117759e-01;2.669054177397337524e-01
1.830816629728469758e-01;3.411993392382793311e-01
1.229054567280727372e-01;2.922605147347655530e-01
7.736453728292780330e-02;1.864640735495352863e-01
1.009432827183243120e-01;2.823124468071432913e-01
1.698706073590663113e-01;3.292256593772481810e-01
9.922186417138850745e-02;2.617424750797948119e-01
7.034309873469685170e-02;2.116143085403992818e-01
4.161758395007864042e-02;3.627902892930800482e-01
9.387935689706844444e-02;2.556532861672613510e-01
6.142290064843192177e-02;3.101698824504958707e-01
4.565190600118784747e-02;2.657592429324323602e-01
7.702908107925171555e-02;2.926524921283566449e-01
9.382900205141964101e-02;2.223504683780783975e-01
1.149073484528356226e-01;2.945105490983017105e-01
1.190433059222441581e-01;2.888658824137019243e-01
8.843445252302745141e-02;2.590318856653786028e-01
8.676877643633645887e-02;2.591748637869455418e-01
8.062438359511481245e-02;1.978787108461800004e-01
1.238872049318618385e-01;2.572809994586242599e-01
4.493998875385307734e-02;2.960556069601718021e-01
7.651233220261666190e-02;2.776300735399547803e-01
1.479809093915954998e-01;2.810851123781532568e-01
1.659010261656366503e-01;2.199199497138111803e-01
1.337102918734343615e-01;2.445874861432828229e-01
7.810650695763204920e-02;2.493396823678603325e-01
1.025312732419427775e-01;2.778193330043930986e-01
6.525078071856654782e-02;3.157013579062504793e-01
1.364758003082522930e-01;2.064017250694107630e-01
1.811369646468933003e-01;3.603287091250622076e-01
1.676208819725758803e-01;2.672309756974018402e-01
6.937353836042076116e-02;3.225912630507083989e-01
9.852961663175957563e-02;3.301255601587447797e-01
1.252345144671613841e-01;3.191014585348732613e-01
1.317023430163574149e-01;3.069893328479411654e-01
1.165967789163873114e-01;3.553945050576087783e-01
1.216810257095488068e-01;2.933291196983214277e-01
1.983839856356093834e-01;2.148550312355210490e-01
6.065031335608711549e-02;3.187766489189755581e-01
6.490253875200363565e-02;3.624694316956281193e-01
9.807356533150196620e-02;2.417779466293728807e-01
2.001218547034339101e-01;3.416996732339904752e-01
1.977030232954578581e-01;3.159353865426645092e-01
7.852453650530355489e-02;3.609644754832808111e-01
1.044332639829599896e-01;3.112895789744125064e-01
1.575090142341760424e-01;2.683483716023689070e-01
1.429578454319301584e-01;3.166602331794290404e-01
1.325784169997560324e-01;2.259935975690526566e-01
1.291636180698358949e-01;3.347871797857197573e-01
8.580324480009837718e-02;2.685894586050175392e-01
9.713305227739810199e-02;3.582376145172090354e-01
1.455003772151871877e-01;2.935745534465684092e-01
8.251244417689107546e-02;2.994850560155121744e-01
8.668700835012016492e-02;2.767279475446294823e-01
8.836789315181065030e-02;3.056375961947825903e-01
1.413205490945196596e-01;2.659584399097209007e-01
1.334336166159348358e-01;2.262779066491390489e-01
5.100816598200563767e-02;2.950065690536376461e-01
1.234175877393087206e-01;3.037807732219307555e-01
2.202210102963258198e-01;3.176591418587165760e-01
7.627107996471316209e-02;3.253972075159161093e-01
5.866650919603494385e-02;2.545988776663273834e-01
1.131577725239139576e-01;3.521417226941059297e-01
8.361135097093597146e-02;2.382356225388056192e-01
1.118383237250006879e-01;2.455441916307795625e-01
1.653435306982049824e-01;2.268667711943757048e-01
6.602299895804780716e-02;2.556646892784591452e-01
9.438684361532412304e-02;3.618375512708559838e-01
1.576037373442082390e-01;2.792269524039591166e-01
6.261782985649139155e-02;3.131690381397254086e-01
7.245422323819639132e-02;2.060192810811420083e-01
1.680248813743022152e-01;2.895148763428416760e-01
